,Date,month,year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty].1,N[AOD_Empty].2,N[AOD_Empty].3,N[AOD_Empty].4,N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),datetime
2078,6,5,2013,0.041619,0.055633,0.06166,0.0739,0.105542,0.11939,0.14413,0.167651,3.634396,1.020062,1.157293,1.149587,1.00366,1.3449,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-06
2079,7,5,2013,0.011917,0.033922,0.038873,0.047231,0.072916,0.081694,0.099481,0.127693,3.041706,1.137304,1.15364,1.302879,1.142925,1.741204,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-07
2080,9,5,2013,0.024481,0.04319,0.046804,0.052578,0.074686,0.080961,0.098917,0.130331,2.755146,0.870547,1.050757,1.049098,0.871037,1.858058,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-09
2081,10,5,2013,0.029825,0.043339,0.047432,0.053761,0.07768,0.086177,0.107869,0.140318,2.652382,0.928548,1.221312,1.129723,0.909292,1.914959,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-10
2082,11,5,2013,0.036535,0.054595,0.061847,0.075299,0.114951,0.131226,0.16307,0.207037,3.794491,1.137186,1.287009,1.30744,1.122016,1.783305,23,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,23,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-11
2083,13,5,2013,0.040184,0.055661,0.06166,0.073273,0.108522,0.122905,0.151783,0.19012,3.768768,1.047214,1.254265,1.219254,1.02685,1.728692,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,28,28,29,0,0,0,0,0,0,0,29,29,29,29,28,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-13
2084,19,5,2013,0.030509,0.041597,0.046466,0.054979,0.083388,0.094385,0.118515,0.153577,3.637524,1.077807,1.290804,1.275019,1.059055,1.903358,42,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,42,0,0,42,42,42,0,0,0,0,0,0,0,42,42,42,42,42,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-19
2085,20,5,2013,0.067598,0.074386,0.079457,0.088761,0.123033,0.136658,0.166953,0.21211,3.84662,0.944309,1.208252,1.137504,0.918571,1.817832,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-20
2086,22,5,2013,0.023457,0.036955,0.042931,0.053321,0.083547,0.095775,0.118801,0.149854,3.243393,1.214412,1.296877,1.379734,1.205889,1.732702,32,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-22
2087,23,5,2013,0.023935,0.038432,0.044717,0.057591,0.091476,0.106278,0.132355,0.162202,3.247629,1.305329,1.367791,1.444815,1.298734,1.650802,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-23
2088,24,5,2013,0.020169,0.033998,0.041433,0.056008,0.090913,0.106962,0.134594,0.160279,3.625612,1.412794,1.441904,1.516906,1.415173,1.590829,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-24
2089,26,5,2013,0.02543,0.04319,0.052156,0.069935,0.114698,0.133899,0.164833,0.209335,3.701519,1.397541,1.314792,1.513377,1.407008,1.738685,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-26
2090,27,5,2013,0.042089,0.052409,0.057763,0.067719,0.100214,0.114059,0.142151,0.18026,3.649015,1.044204,1.292374,1.235867,1.014163,1.792803,36,36,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,36,36,36,0,0,0,0,0,0,0,36,36,36,36,36,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-27
2091,28,5,2013,0.03676,0.045256,0.050211,0.059433,0.091508,0.103956,0.131957,0.173478,4.284581,1.110082,1.349466,1.338944,1.090749,2.057311,12,13,13,0,0,13,0,0,0,0,0,0,0,0,12,0,0,12,0,0,13,13,13,0,0,0,0,0,0,0,13,12,12,13,13,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-28
2092,29,5,2013,0.039504,0.046379,0.049821,0.055641,0.07832,0.085775,0.103867,0.13257,4.293134,0.894905,1.063287,1.082636,0.884422,1.720239,22,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-29
2093,31,5,2013,0.019956,0.025098,0.028027,0.03215,0.049568,0.054597,0.068051,0.086375,4.188284,1.03604,1.169328,1.263122,1.035226,1.790505,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-05-31
2094,1,6,2013,0.024996,0.036927,0.042713,0.055207,0.092594,0.107348,0.135868,0.176332,4.796591,1.394575,1.410674,1.570467,1.397511,1.936198,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-01
2095,2,6,2013,0.018404,0.028246,0.034272,0.045625,0.078213,0.091609,0.118681,0.149308,4.525715,1.483649,1.535279,1.644638,1.49045,1.907623,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-02
2096,4,6,2013,0.019771,0.030707,0.035755,0.045074,0.070975,0.080854,0.100416,0.130693,2.905164,1.230035,1.27293,1.385571,1.235387,1.914138,31,31,31,0,0,31,0,0,0,0,0,0,0,0,31,0,0,31,0,0,31,31,31,0,0,0,0,0,0,0,31,31,31,31,31,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-04
2097,5,6,2013,0.023995,0.034775,0.039388,0.048438,0.076157,0.086759,0.108289,0.141764,3.545523,1.215741,1.352869,1.398013,1.215741,2.059435,31,31,31,0,0,31,0,0,0,0,0,0,0,0,31,0,0,31,0,0,30,30,31,0,0,0,0,0,0,0,31,31,31,31,30,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-05
2098,6,6,2013,0.015714,0.023623,0.026429,0.03142,0.051532,0.057295,0.076084,0.105853,3.700452,1.200984,1.440806,1.436782,1.211964,2.392243,15,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-06
2099,7,6,2013,0.019983,0.031028,0.034081,0.039161,0.059759,0.065939,0.084669,0.117115,3.456863,1.020987,1.282052,1.240773,1.018406,2.245742,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-07
2100,8,6,2013,0.013871,0.0218,0.024733,0.029978,0.048988,0.054418,0.07147,0.096607,3.599383,1.220721,1.399651,1.426558,1.239728,2.218247,33,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-08
2101,9,6,2013,0.024791,0.03544,0.039751,0.048246,0.075586,0.084805,0.108045,0.145152,3.866278,1.156899,1.315723,1.336793,1.162378,2.094097,23,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,23,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-09
2102,10,6,2013,0.048455,0.054729,0.06378,0.073247,0.104132,0.115045,0.136925,0.17776,4.3235,0.922587,1.078149,1.086887,0.913376,1.836218,12,11,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,11,11,12,0,0,0,0,0,0,0,12,12,12,12,11,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-10
2103,11,6,2013,0.022123,0.029107,0.030594,0.033746,0.049659,0.052193,0.064272,0.091792,3.959447,0.86048,0.958078,1.067232,0.889779,2.182442,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-06-11
2104,25,7,2013,0.017587,0.022441,0.025532,0.034686,0.050343,0.058462,0.079897,0.086723,2.025048,1.182511,1.696028,1.172686,1.198817,1.576112,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-07-25
2105,26,7,2013,0.023814,0.027425,0.03144,0.042891,0.05631,0.065126,0.093849,0.090993,2.091546,1.037178,1.869888,0.952818,1.042257,1.346176,55,55,55,0,0,55,0,0,0,0,0,0,0,0,55,0,0,55,0,0,55,54,55,0,0,0,0,0,0,0,55,55,55,55,55,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-07-26
2106,27,7,2013,0.037118,0.043611,0.050721,0.069507,0.095003,0.110974,0.158036,0.161372,2.163304,1.125641,1.884139,1.064994,1.132341,1.553048,38,38,38,0,0,38,0,0,0,0,0,0,0,0,38,0,0,38,0,0,38,38,38,0,0,0,0,0,0,0,38,38,38,38,38,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-07-27
2107,28,7,2013,0.030129,0.033967,0.039273,0.053094,0.069576,0.079697,0.118134,0.115504,1.949773,1.011265,1.934143,0.930136,1.025786,1.537139,46,46,46,0,0,46,0,0,0,0,0,0,0,0,46,0,0,46,0,0,46,46,46,0,0,0,0,0,0,0,46,46,46,46,46,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-07-28
2108,29,7,2013,0.026412,0.029119,0.0346,0.048529,0.060785,0.069808,0.111225,0.100377,1.312976,0.999122,2.275755,0.820468,1.024951,1.546686,32,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,32,32,32,0,0,0,0,0,0,0,32,32,32,32,32,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-07-29
2109,19,8,2013,0.071846,0.084888,0.097875,0.132663,0.18608,0.220943,0.300643,0.31584,2.078434,1.169252,1.77212,1.162383,1.153622,1.465553,18,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-08-19
2110,20,8,2013,0.054187,0.07006,0.078683,0.101312,0.147831,0.174791,0.212621,0.239966,2.180047,1.168025,1.333774,1.256426,1.138906,1.273786,5,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-08-20
2111,26,8,2013,0.047301,0.065787,0.076767,0.106053,0.163966,0.195415,0.245909,0.280644,2.987932,1.369334,1.488141,1.415465,1.369027,1.456964,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-08-26
2112,27,8,2013,0.046535,0.059078,0.068454,0.094528,0.141756,0.170617,0.221514,0.240372,2.69886,1.325435,1.656134,1.353081,1.310809,1.397497,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-08-27
2113,28,8,2013,0.027243,0.034322,0.039632,0.054813,0.078633,0.095048,0.132591,0.136461,1.516085,1.226181,1.975013,1.205793,1.206246,1.483041,44,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,44,0,0,44,44,44,0,0,0,0,0,0,0,44,44,44,44,44,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-08-28
2114,29,8,2013,0.032344,0.038321,0.044415,0.061445,0.081907,0.094479,0.137716,0.134815,1.80006,1.062197,1.93147,0.970359,1.077376,1.479614,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,29,29,29,0,0,0,0,0,0,0,29,29,29,29,29,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-08-29
2115,30,8,2013,0.058492,0.087175,0.104643,0.148154,0.22315,0.265585,0.328871,0.359441,2.015115,1.353771,1.423951,1.346773,1.362662,1.223147,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-08-30
2116,31,8,2013,0.075506,0.107898,0.129236,0.18206,0.277814,0.328387,0.407024,0.457014,3.159408,1.362708,1.402354,1.36674,1.378433,1.332649,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-08-31
2117,1,9,2013,0.096579,0.155643,0.198386,0.3062,0.499253,0.607568,0.776658,0.862466,3.859011,1.630483,1.627385,1.587997,1.661844,1.421086,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-01
2118,2,9,2013,0.085783,0.13709,0.172998,0.263024,0.41949,0.506497,0.643841,0.707315,3.789195,1.563373,1.574522,1.518176,1.59417,1.353462,7,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-02
2119,4,9,2013,0.025256,0.043773,0.058576,0.096615,0.162492,0.198639,0.262061,0.284524,2.80808,1.770709,1.799086,1.670419,1.830373,1.54748,21,21,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,0,20,20,21,0,0,0,0,0,0,0,21,21,21,21,20,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-04
2120,5,9,2013,0.042984,0.061693,0.077986,0.119429,0.187931,0.225685,0.300471,0.320134,3.306604,1.553863,1.739911,1.477553,1.594176,1.426143,26,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,26,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-05
2121,6,9,2013,0.057593,0.090973,0.114072,0.171034,0.271004,0.323587,0.406843,0.447386,3.68218,1.520293,1.493852,1.479026,1.556695,1.314973,33,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-06
2122,7,9,2013,0.063514,0.093928,0.116518,0.169364,0.249621,0.288765,0.36502,0.385853,3.826097,1.320286,1.39666,1.239574,1.369336,1.181467,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-07
2123,25,9,2013,0.057493,0.118798,0.157734,0.264347,0.503658,0.653716,0.852181,1.024558,2.305638,2.07559,1.928948,2.094387,2.090681,1.803032,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-25
2124,26,9,2013,0.049175,0.097517,0.122774,0.190839,0.318621,0.391847,0.508134,0.577998,2.466616,1.690845,1.714123,1.665518,1.716626,1.568333,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-26
2125,27,9,2013,0.119932,0.227654,0.291063,0.457754,0.782703,0.971644,1.232103,1.41597,2.920541,1.757522,1.66565,1.742273,1.780948,1.515283,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-09-27
2126,8,10,2013,0.060927,0.099192,0.121268,0.177242,0.285564,0.342299,0.427108,0.490389,3.727373,1.520198,1.479057,1.528048,1.542924,1.445098,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,438,CUIABA-MIRANDA,-15.73091,-56.07086,210,2013-10-08
2127,12,2,2014,0.029944,0.018123,0.01706,0.018277,0.027082,0.031569,0.049073,0.057111,4.697485,1.144421,2.345156,1.524858,1.054976,2.499812,18,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,18,18,18,0,0,0,0,0,0,0,18,18,18,18,18,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-02-12
2128,14,2,2014,0.033441,0.026774,0.02584,0.026675,0.036819,0.041451,0.057166,0.064375,5.010726,0.794597,1.87028,1.252422,0.666727,1.949826,11,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,10,11,11,10,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-02-14
2129,24,2,2014,0.010413,0.012478,0.014262,0.016003,0.02645,0.029359,0.040344,0.045542,4.67667,1.135602,1.560016,1.450869,1.124459,1.748122,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-02-24
2130,25,2,2014,0.026562,0.014664,0.014493,0.016899,0.031809,0.028043,0.047785,0.057316,4.743123,1.479875,2.892057,2.045123,1.414019,2.855352,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,2,1,2,2,1,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-02-25
2131,26,2,2014,0.033417,0.026828,0.026637,0.029995,0.043764,0.050458,0.071477,0.084172,4.689128,1.014136,1.963096,1.293612,0.939163,2.183519,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-02-26
2132,27,2,2014,0.031704,0.026705,0.029196,0.039192,0.06189,0.073307,0.095146,0.107392,5.117378,1.363288,1.581632,1.461114,1.352394,1.516926,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-02-27
2133,2,3,2014,0.052871,0.035764,0.033912,0.033656,0.040106,0.045084,0.060492,0.067665,4.435409,0.424544,1.574812,0.672132,0.306903,1.674041,6,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-02
2134,4,3,2014,0.0916,0.059967,0.059172,0.06202,0.073685,0.080663,0.099759,0.110767,4.763547,0.510685,1.333056,0.701356,0.43079,1.465646,5,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-04
2135,9,3,2014,0.017796,0.01367,0.014157,0.016992,0.026707,0.032256,0.048259,0.054902,4.356274,1.479464,2.043958,1.890749,1.395399,2.256057,17,17,17,0,0,17,0,0,0,0,0,0,0,0,16,0,0,16,0,0,16,15,17,0,0,0,0,0,0,0,17,14,16,17,15,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-09
2136,10,3,2014,0.01819,0.015809,0.017191,0.021878,0.036557,0.044173,0.061042,0.06912,4.578994,1.418479,1.885416,1.64641,1.369372,1.778879,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-10
2137,12,3,2014,0.025057,0.018782,0.016533,0.019166,0.030706,0.037644,0.055268,0.06367,4.485325,1.339139,2.262758,1.685184,1.227452,2.146803,5,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-12
2138,13,3,2014,0.027932,0.019323,0.020208,0.023294,0.041773,0.051484,0.079015,0.097109,4.917357,1.452462,2.386533,1.867426,1.346845,2.542835,5,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-13
2139,14,3,2014,0.02638,0.01845,0.018215,0.02278,0.03837,0.048807,0.072497,0.086356,4.415189,1.467965,2.36125,1.773694,1.354592,2.292997,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-14
2140,15,3,2014,0.033082,0.026904,0.02754,0.034756,0.055331,0.068717,0.096484,0.114079,4.555631,1.348559,2.056211,1.574503,1.259531,2.020711,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-15
2141,16,3,2014,0.022794,0.014964,0.014261,0.017009,0.023763,0.033972,0.048534,0.05785,4.247427,1.590207,2.94978,1.986498,1.449404,2.778464,15,16,16,0,0,16,0,0,0,0,0,0,0,0,15,0,0,16,0,0,15,15,16,0,0,0,0,0,0,0,16,15,16,16,15,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-16
2142,17,3,2014,0.066401,0.056023,0.055213,0.060225,0.077883,0.089614,0.116305,0.13274,4.309041,0.869152,1.622577,1.073373,0.783757,1.672157,22,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,22,22,23,0,0,0,0,0,0,0,23,23,23,23,22,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-17
2143,18,3,2014,0.042506,0.033147,0.031059,0.03327,0.045115,0.052353,0.072889,0.084717,4.339364,0.877932,1.931932,1.159842,0.77603,2.085154,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-18
2145,21,3,2014,0.032944,0.020651,0.017579,0.018202,0.028528,0.035848,0.05741,0.070459,4.982025,1.083018,2.597207,1.567575,0.895976,2.707115,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-21
2146,23,3,2014,0.047815,0.045643,0.047392,0.053993,0.075503,0.085319,0.106173,0.118921,4.857408,0.979961,1.314575,1.157522,0.943089,1.356343,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-23
2147,31,3,2014,0.027186,0.017864,0.014426,0.01311,0.01769,0.019603,0.031281,0.03493,4.697135,0.598372,2.299397,1.117082,0.473032,2.526566,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,636,CUIABA-MIRANDA,-15.73091,-56.07086,210,2014-03-31
