,Date,month,year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_675nm,AOD_500nm,AOD_440nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty].1,N[AOD_Empty].2,N[AOD_Empty].3,N[AOD_Empty].4,N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),datetime
3254,13,8,2022,0.032908,0.064189,0.085486,0.132868,0.228021,0.282248,0.364138,0.401821,2.955549,1.748055,1.683815,1.757871,1.76368,1.419664,41,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,40,39,40,0,0,0,0,0,0,0,41,41,41,41,40,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-13
3255,14,8,2022,0.028373,0.0611,0.083919,0.132283,0.229574,0.284963,0.36858,0.402366,3.123018,1.786821,1.705571,1.785848,1.80858,1.357233,33,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-14
3256,15,8,2022,0.084812,0.169922,0.2283,0.375856,0.654423,0.802258,0.980887,1.025543,3.681367,1.867951,1.52272,1.792341,1.925531,1.343499,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,10,5,13,0,0,0,0,0,0,0,13,13,13,13,10,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-15
3257,16,8,2022,0.052235,0.125129,0.171672,0.285735,0.496471,0.607417,0.751846,0.830805,3.998706,1.849839,1.508025,1.769868,1.908486,1.258877,25,25,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,24,21,25,0,0,0,0,0,0,0,25,25,25,25,24,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-16
3258,17,8,2022,0.031884,0.060525,0.076253,0.111132,0.183254,0.222974,0.289022,0.303362,4.163573,1.578633,1.659092,1.627673,1.581116,1.597796,22,23,23,0,0,23,0,0,0,0,0,0,0,0,23,0,0,23,0,0,23,13,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-17
3259,18,8,2022,0.030909,0.055536,0.070122,0.099424,0.159799,0.191933,0.243242,0.271051,4.061446,1.489341,1.525798,1.541005,1.493007,1.383982,40,40,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,40,0,0,40,38,40,0,0,0,0,0,0,0,40,40,40,40,40,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-18
3260,19,8,2022,0.061956,0.083922,0.092459,0.119414,0.176882,0.20612,0.253351,0.287343,3.151558,1.260516,1.343841,1.336536,1.254749,1.340021,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-19
3261,20,8,2022,0.053781,0.088101,0.105488,0.149534,0.233521,0.277564,0.339653,0.377443,2.609047,1.402229,1.333424,1.417053,1.415955,1.228078,25,25,25,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,23,25,0,0,0,0,0,0,0,25,25,25,25,25,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-20
3262,21,8,2022,0.06414,0.161185,0.219718,0.36326,0.619955,0.753871,0.912356,1.001943,2.900274,1.804271,1.44112,1.71524,1.864422,1.231549,44,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,44,0,0,41,38,44,0,0,0,0,0,0,0,44,44,44,44,41,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-21
3263,22,8,2022,0.070238,0.167556,0.229354,0.385871,0.679611,0.821737,1.00516,1.110857,2.709972,1.883047,1.611715,1.828078,1.924566,1.399747,53,53,53,0,0,53,0,0,0,0,0,0,0,0,53,0,0,51,0,0,49,43,53,0,0,0,0,0,0,0,53,51,53,53,49,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-22
3264,23,8,2022,0.058794,0.118176,0.159114,0.255411,0.438213,0.538269,0.678317,0.763534,2.486374,1.759746,1.562212,1.732427,1.791082,1.288293,46,45,46,0,0,46,0,0,0,0,0,0,0,0,46,0,0,46,0,0,41,37,43,0,0,0,0,0,0,0,46,46,46,46,41,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-23
3265,24,8,2022,0.083676,0.179607,0.248123,0.412995,0.726857,0.890436,1.104636,1.22648,3.013835,1.88502,1.578321,1.828067,1.926526,1.299657,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,25,0,0,21,20,27,0,0,0,0,0,0,0,28,25,28,28,21,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-24
3266,25,8,2022,0.137015,0.392161,0.573666,0.96402,1.528201,1.826768,2.208057,2.429376,2.848599,2.056766,1.518584,1.878373,2.111292,1.202118,45,45,45,0,0,41,0,0,0,0,0,0,0,0,34,0,0,29,0,0,22,21,38,0,0,0,0,0,0,0,41,29,34,41,22,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-25
3267,26,8,2022,0.143063,0.407529,0.589637,0.999692,1.530369,1.754874,2.134374,2.378116,3.374805,1.936061,1.386753,1.761644,2.00321,1.095614,43,43,43,0,0,42,0,0,0,0,0,0,0,0,35,0,0,32,0,0,28,25,40,0,0,0,0,0,0,0,42,32,35,42,28,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-26
3268,27,8,2022,0.186158,0.558958,0.810067,1.400417,2.40435,2.832716,3.315702,3.490243,3.646478,1.900949,1.158403,1.615563,1.976045,0.808269,60,60,60,0,0,55,0,0,0,0,0,0,0,0,35,0,0,32,0,0,24,23,48,0,0,0,0,0,0,0,55,29,38,55,24,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-27
3269,28,8,2022,0.112708,0.347335,0.508769,0.883762,1.504481,1.799949,2.132863,2.316126,3.833999,1.853655,1.273838,1.67618,1.950671,0.97462,29,29,29,0,0,29,0,0,0,0,0,0,0,0,28,0,0,28,0,0,23,21,27,0,0,0,0,0,0,0,29,28,28,29,23,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-28
3270,29,8,2022,0.239205,0.427002,0.539793,0.806885,1.240916,1.448559,1.734604,1.919416,3.557603,1.486796,1.162565,1.414461,1.523768,1.017279,21,21,21,0,0,21,0,0,0,0,0,0,0,0,19,0,0,17,0,0,15,9,20,0,0,0,0,0,0,0,21,17,19,21,15,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-29
3271,30,8,2022,0.113386,0.206923,0.266585,0.419426,0.719098,0.868011,1.061187,1.184168,2.701631,1.760888,1.575619,1.756298,1.778474,1.347745,53,53,54,0,0,54,0,0,0,0,0,0,0,0,54,0,0,49,0,0,45,41,54,0,0,0,0,0,0,0,54,49,54,54,45,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-30
3272,31,8,2022,0.086507,0.19384,0.267396,0.444535,0.778055,0.961134,1.191328,1.300399,2.792322,1.870851,1.567042,1.806552,1.919048,1.3173,45,45,45,0,0,45,0,0,0,0,0,0,0,0,45,0,0,45,0,0,38,34,42,0,0,0,0,0,0,0,45,45,45,45,38,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-08-31
3273,1,9,2022,0.078917,0.193562,0.271118,0.459248,0.801792,0.983504,1.226723,1.375579,3.002889,1.888125,1.494986,1.789611,1.948512,1.254553,40,40,40,0,0,40,0,0,0,0,0,0,0,0,40,0,0,37,0,0,30,28,36,0,0,0,0,0,0,0,40,37,40,40,30,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-01
3274,2,9,2022,0.057686,0.140924,0.199005,0.332657,0.57599,0.705645,0.87291,0.979432,2.765661,1.851491,1.498293,1.763204,1.910761,1.260833,33,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,32,29,34,0,0,0,0,0,0,0,34,34,34,34,32,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-02
3275,4,9,2022,0.140062,0.280361,0.373612,0.603121,1.01738,1.238428,1.485788,1.634452,2.835626,1.790584,1.504157,1.734256,1.830072,1.251635,36,36,36,0,0,36,0,0,0,0,0,0,0,0,35,0,0,33,0,0,28,26,36,0,0,0,0,0,0,0,36,33,35,36,28,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-04
3276,5,9,2022,0.110486,0.294924,0.423396,0.746364,1.351914,1.686995,2.10921,2.325973,2.109635,2.022596,1.581074,1.915813,2.087002,1.271427,47,47,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,43,0,0,34,28,47,0,0,0,0,0,0,0,47,43,47,47,34,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-05
3277,6,9,2022,0.150355,0.452983,0.662947,1.178684,2.039816,2.432364,2.878737,3.140035,2.358967,2.082963,1.435857,1.849752,2.140343,1.119157,60,60,60,0,0,55,0,0,0,0,0,0,0,0,38,0,0,33,0,0,26,22,53,0,0,0,0,0,0,0,55,32,39,55,26,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-06
3278,7,9,2022,0.146605,0.45207,0.664512,1.172138,2.09441,2.54553,3.054115,3.28433,2.876468,2.011008,1.331943,1.769862,2.077851,1.002879,56,56,56,0,0,53,0,0,0,0,0,0,0,0,41,0,0,35,0,0,26,22,51,0,0,0,0,0,0,0,53,35,41,53,26,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-07
3279,8,9,2022,0.096087,0.283234,0.411121,0.71764,1.201406,1.394877,1.617531,1.765035,3.283725,1.931349,1.351674,1.749463,1.997213,1.085004,35,35,35,0,0,35,0,0,0,0,0,0,0,0,32,0,0,25,0,0,20,16,32,0,0,0,0,0,0,0,35,25,32,35,20,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-08
3280,9,9,2022,0.086882,0.246616,0.354723,0.614,1.059994,1.282443,1.537367,1.677691,3.851192,1.877984,1.357902,1.732193,1.965162,1.073943,22,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,20,18,22,0,0,0,0,0,0,0,22,22,22,22,20,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-09
3281,10,9,2022,0.081955,0.2363,0.343144,0.600844,1.069074,1.315411,1.603895,1.756578,4.121543,1.963399,1.502393,1.840158,2.040036,1.241838,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,29,0,0,28,25,29,0,0,0,0,0,0,0,29,29,29,29,28,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-10
3283,12,9,2022,0.049978,0.136708,0.193406,0.327431,0.572363,0.700696,0.859648,0.951795,4.063623,1.883259,1.507965,1.785433,1.949739,1.260351,41,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,35,33,41,0,0,0,0,0,0,0,41,41,41,41,35,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-12
3284,13,9,2022,0.17996,0.216516,0.249161,0.319408,0.469075,0.559829,0.684844,0.755634,4.073515,1.260303,1.423299,1.36082,1.220714,1.191868,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-13
3285,14,9,2022,0.134765,0.19881,0.24509,0.360881,0.593073,0.724014,0.849109,0.929564,4.105531,1.597061,1.525634,1.623987,1.603158,1.19646,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,10,10,14,0,0,0,0,0,0,0,14,14,14,14,10,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-14
3286,17,9,2022,0.061616,0.11788,0.155535,0.247142,0.427043,0.525885,0.668539,0.766063,3.443475,1.794977,1.581659,1.772664,1.828057,1.407081,43,40,43,0,0,43,0,0,0,0,0,0,0,0,43,0,0,43,0,0,39,32,40,0,0,0,0,0,0,0,43,43,43,43,39,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-17
3287,18,9,2022,0.159396,0.210086,0.248684,0.347368,0.546616,0.65892,0.792037,0.845445,3.636394,1.407348,1.426421,1.469077,1.395718,1.203409,36,36,36,0,0,36,0,0,0,0,0,0,0,0,36,0,0,36,0,0,34,30,36,0,0,0,0,0,0,0,36,36,36,36,34,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-18
3288,19,9,2022,0.158881,0.215267,0.254441,0.353348,0.542261,0.643977,0.777898,0.848787,3.811526,1.388708,1.320515,1.419043,1.392312,1.15337,13,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,12,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-19
3289,20,9,2022,0.223868,0.443936,0.575919,0.8818,1.296057,1.598229,1.892078,2.020331,4.443334,1.592719,1.19824,1.390287,1.621156,0.931328,8,8,8,0,0,8,0,0,0,0,0,0,0,0,4,0,0,3,0,0,2,2,4,0,0,0,0,0,0,0,8,3,4,8,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-20
3290,21,9,2022,0.048628,0.132216,0.188068,0.320329,0.53596,0.644147,0.795828,0.886567,3.99598,1.920149,1.564142,1.829208,1.972291,1.305935,45,45,45,0,0,45,0,0,0,0,0,0,0,0,44,0,0,41,0,0,38,35,45,0,0,0,0,0,0,0,45,41,44,45,38,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-21
3292,25,9,2022,0.044637,0.100896,0.136633,0.218825,0.376769,0.464343,0.584816,0.654376,3.783586,1.787481,1.606805,1.755567,1.821159,1.416678,61,61,61,0,0,61,0,0,0,0,0,0,0,0,61,0,0,61,0,0,60,53,61,0,0,0,0,0,0,0,61,61,61,61,60,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-25
3293,26,9,2022,0.049613,0.106171,0.143076,0.230965,0.399505,0.492417,0.595017,0.659192,3.395789,1.791181,1.587563,1.754347,1.827689,1.378988,50,48,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,46,42,50,0,0,0,0,0,0,0,50,50,50,50,46,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-26
3294,27,9,2022,0.057538,0.143773,0.205147,0.349898,0.618689,0.762302,0.944707,1.060235,3.489535,1.924413,1.54988,1.83294,1.987424,1.32256,49,49,49,0,0,49,0,0,0,0,0,0,0,0,49,0,0,49,0,0,49,47,49,0,0,0,0,0,0,0,49,49,49,49,49,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-27
3295,28,9,2022,0.093228,0.194545,0.267015,0.433161,0.736089,0.891944,1.089759,1.227086,4.354834,1.789107,1.485114,1.718768,1.839265,1.307252,29,29,29,0,0,29,0,0,0,0,0,0,0,0,29,0,0,28,0,0,27,25,29,0,0,0,0,0,0,0,29,28,29,29,27,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-28
3296,30,9,2022,0.050291,0.117118,0.156955,0.254144,0.433077,0.527253,0.652292,0.701707,4.019631,1.760127,1.542958,1.723319,1.797664,1.3576,8,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,7,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-09-30
3297,1,10,2022,0.061805,0.108441,0.138068,0.210008,0.351594,0.432729,0.547304,0.628997,3.647073,1.674172,1.6069,1.68664,1.684854,1.466271,50,50,50,0,0,50,0,0,0,0,0,0,0,0,50,0,0,50,0,0,50,47,50,0,0,0,0,0,0,0,50,50,50,50,50,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-01
3298,2,10,2022,0.086066,0.171473,0.231027,0.367026,0.625868,0.77104,0.96554,1.095888,4.375052,1.768245,1.581323,1.739806,1.797711,1.389622,14,14,14,0,0,14,0,0,0,0,0,0,0,0,14,0,0,14,0,0,14,14,14,0,0,0,0,0,0,0,14,14,14,14,14,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-02
3299,3,10,2022,0.069034,0.125711,0.165172,0.256521,0.432791,0.531582,0.673166,0.758879,4.011569,1.712996,1.609834,1.702872,1.735418,1.407478,38,38,38,0,0,38,0,0,0,0,0,0,0,0,38,0,0,38,0,0,37,34,38,0,0,0,0,0,0,0,38,38,38,38,37,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-03
3300,4,10,2022,0.072423,0.139428,0.183939,0.292414,0.502451,0.619519,0.804251,0.922459,4.320198,1.801405,1.746476,1.770994,1.834183,1.661662,34,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,33,21,34,0,0,0,0,0,0,0,34,34,34,34,33,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-04
3301,5,10,2022,0.066975,0.137335,0.181634,0.29067,0.494454,0.603283,0.75577,0.808933,4.718035,1.760738,1.568915,1.711988,1.804068,1.422705,20,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,18,13,20,0,0,0,0,0,0,0,20,20,20,20,18,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-05
3302,6,10,2022,0.050368,0.10064,0.133013,0.205225,0.347466,0.427005,0.568086,0.605496,4.678549,1.7137,1.708553,1.715304,1.732955,1.498568,27,27,27,0,0,27,0,0,0,0,0,0,0,0,27,0,0,27,0,0,18,23,27,0,0,0,0,0,0,0,27,27,27,27,26,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-06
3303,7,10,2022,0.13923,0.222817,0.282686,0.416679,0.68177,0.833442,1.122263,1.176096,4.743322,1.584719,1.81913,1.617777,1.585446,1.385178,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-07
3304,8,10,2022,0.125897,0.181754,0.218731,0.31496,0.503091,0.604955,0.766897,0.857847,4.053142,1.517445,1.538111,1.540643,1.527495,1.363759,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,7,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-08
3305,9,10,2022,0.063215,0.121287,0.157516,0.24453,0.410048,0.499008,0.641183,0.693902,4.286703,1.698675,1.63749,1.67401,1.731341,1.536836,30,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,23,21,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-09
3306,10,10,2022,0.058954,0.118473,0.162128,0.255751,0.437658,0.540652,0.730677,0.770238,4.249833,1.763031,1.798403,1.750221,1.786089,1.63715,34,34,34,0,0,34,0,0,0,0,0,0,0,0,34,0,0,34,0,0,25,22,34,0,0,0,0,0,0,0,34,34,34,34,33,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-10
3307,11,10,2022,0.128658,0.197402,0.240431,0.346222,0.539681,0.638136,0.77623,0.851771,4.255724,1.433455,1.324138,1.432496,1.455352,1.143444,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-11
3308,12,10,2022,0.057159,0.121731,0.166118,0.256435,0.429372,0.52479,0.717859,0.729653,4.73584,1.685648,1.876979,1.675597,1.708982,1.335453,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-12
3309,13,10,2022,0.085046,0.142014,0.179904,0.26605,0.432127,0.524135,0.720148,0.696753,4.581654,1.57975,1.782416,1.593318,1.590971,1.520237,6,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,5,4,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-10-13
3338,28,11,2022,0.113252,0.147619,0.174028,0.235381,0.369599,0.451198,0.603054,0.660349,3.754152,1.435422,1.779704,1.536751,1.402419,1.502284,19,20,20,0,0,20,0,0,0,0,0,0,0,0,20,0,0,20,0,0,18,18,20,0,0,0,0,0,0,0,20,20,20,20,20,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-11-28
3339,29,11,2022,0.08468,0.113796,0.130269,0.175422,0.271291,0.327853,0.439538,0.46303,3.336577,1.403179,1.766827,1.489042,1.378441,1.402959,28,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,27,27,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2022-11-29
3340,2,3,2023,0.024396,0.03551,0.056758,0.071654,0.115641,0.133189,0.236878,0.163825,4.8751,1.293144,1.957136,1.46836,1.28957,0.887094,1,1,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-03-02
3343,30,3,2023,0.048688,0.060049,0.063706,0.074176,0.098237,0.108047,0.149452,0.122475,4.591696,0.79627,1.53505,0.888753,0.789301,0.579063,10,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-03-30
3345,4,9,2023,0.099231,0.135885,0.179538,0.271394,0.424879,0.497345,0.621562,0.649529,4.293582,1.545948,1.344753,1.455669,1.609855,1.172387,7,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,10,6,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-09-04
3347,7,9,2023,0.078239,0.142415,0.208132,0.34703,0.601231,0.736664,0.970777,1.027124,3.359154,1.844915,1.712508,1.758148,1.90553,1.384363,30,30,31,0,0,31,0,0,0,0,0,0,0,0,31,0,0,30,0,0,29,22,31,0,0,0,0,0,0,0,31,31,31,31,28,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-09-07
3348,8,9,2023,0.084616,0.180297,0.264009,0.443394,0.763911,0.927271,1.168628,1.252183,3.354503,1.835189,1.57344,1.731053,1.9049,1.273228,29,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,29,24,33,0,0,0,0,0,0,0,33,33,33,33,29,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-09-08
3349,9,9,2023,0.132227,0.366688,0.533109,0.907092,1.510781,1.806728,2.18385,2.247619,4.006519,1.849723,1.354953,1.640093,1.936261,1.210643,26,26,27,0,0,27,0,0,0,0,0,0,0,0,20,0,0,20,0,0,14,6,23,0,0,0,0,0,0,0,27,18,22,27,14,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-09-09
3350,10,9,2023,0.318925,0.474431,0.630287,0.928644,1.493049,1.74845,2.142092,2.24111,4.505165,1.517337,1.315063,1.405097,1.543883,1.151808,7,8,8,0,0,8,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,3,6,0,0,0,0,0,0,0,8,6,6,8,6,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-09-10
3351,11,9,2023,0.070059,0.143861,0.195985,0.320029,0.545478,0.656726,0.85306,0.933524,4.322691,1.773877,1.489288,1.690705,1.839892,1.453482,7,7,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,4,2,7,0,0,0,0,0,0,0,8,8,8,8,4,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-09-11
3352,12,9,2023,0.151761,0.19686,0.234685,0.327687,0.504597,0.594626,0.751365,0.792612,4.487108,1.367943,1.452347,1.395406,1.37895,1.15084,2,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-09-12
3355,3,11,2023,0.049754,0.067808,0.081169,0.112874,0.176081,0.207142,0.269037,0.280946,4.384709,1.392887,1.548974,1.430682,1.407104,1.227413,4,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-11-03
3356,5,11,2023,0.111493,0.179606,0.271299,0.382588,0.598515,0.706246,0.893842,0.918313,4.65924,1.409879,1.463422,1.437526,1.425397,1.059033,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-11-05
3357,6,11,2023,0.079543,0.1218,0.162521,0.244955,0.397635,0.478642,0.624838,0.652714,4.244497,1.591973,1.568157,1.573255,1.620546,1.353188,31,32,32,0,0,32,0,0,0,0,0,0,0,0,32,0,0,32,0,0,25,21,31,0,0,0,0,0,0,0,32,32,32,32,31,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-11-06
3358,7,11,2023,0.127324,0.193425,0.256364,0.384479,0.6185,0.746415,0.960658,0.989662,4.33674,1.582327,1.60813,1.559484,1.606478,1.364244,9,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,8,6,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-11-07
3359,10,11,2023,0.126377,0.145513,0.171566,0.219666,0.317979,0.371532,0.429849,0.492148,4.731057,1.218523,1.449329,1.283518,1.206864,1.148205,12,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,7,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-11-10
3365,22,11,2023,0.030456,0.058297,0.071402,0.103234,0.166736,0.19953,0.276386,0.270956,4.165421,1.513432,1.847364,1.54436,1.527767,1.24965,3,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev15,635,Rio_Branco,-9.957467,-67.86935,212,2023-11-22
